X,Y,OBJECTID,Inventory_Date,Species,DBH,Condition,TreeHeight,CrownWidthNS,CrownWidthEW,CollectedBy,Notes,CrownBaseHeight,GlobalID,StaffReview,created_user,created_date,last_edited_user,last_edited_date,UserID,Structural_Value,Carbon_Storage_lb,Carbon_Storage_value,Carbon_Sequestration_lb,Carbon_Sequestration_value,Stormwater_ft,Stormwater_value,Pollution_Removal_value,Pollution_Removal_oz,Total_Annual_Benefits,Family,Genus,Common_name,Genus_species,Functional_type,Size,Native,Edible,Nuisance,Origin,Species_factoid,PropertyID
-13653963.691568,5700358.86700272,473,2017/05/19 00:00:00+00,ACPL,28,Poor,52,51,57,staff,,6,{BAC03BCA-E672-4524-BF2C-B71AACDEB405},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,26,3169.22,3900.7,253.01,19.8,1.29,126.9,8.48,15.41,34.1,25.18,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653966.1917062,5700349.36025132,474,2017/05/19 00:00:00+00,ACPL,28.1,Fair,60,43,57,staff,,6,{27822636-5DD6-418A-A62C-9BAD7A327527},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,27,9574.57,3932.3,255.06,59.9,3.89,109.9,7.34,13.34,29.6,24.57,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653965.9197415,5700336.06138483,475,2017/05/19 00:00:00+00,ACPL,29,Fair,57,49,38,staff,,5,{BA433249-C73F-432B-9319-EC4B248385FF},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,28,10187.56,4221.8,273.84,62.4,4.05,86.3,5.77,10.48,23.2,20.3,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653966.2346306,5700312.72749688,476,2017/05/19 00:00:00+00,ACPL,27.7,Fair,56,44,48,staff,,7,{AB1902D7-611F-4FFF-B9BC-09D810DE3F4E},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,29,9308.33,3806.8,246.93,58.8,3.82,94.8,6.33,11.51,25.5,21.66,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653965.2725951,5700299.43386659,477,2017/05/19 00:00:00+00,ACPL,24.6,Poor,41,37,39,staff,,9,{C9B5D557-3E92-4220-98A3-80028F6AFB79},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,30,2458.13,2911.2,188.83,16.8,1.09,65.9,4.4,8,17.7,13.49,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653957.9643295,5700298.69703019,478,2017/05/19 00:00:00+00,ACPL,24.8,Poor,50,48,64,staff,,8,{7AB76F85-2D25-4BB6-85F7-C52D27382FE2},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,31,2497.42,2964.8,192.31,17,1.1,132.5,8.86,16.1,35.7,26.06,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653940.9104837,5700297.18323542,479,2017/05/19 00:00:00+00,ACPL,36.2,Poor,50,51,46,staff,,11,{E5E21FCC-8730-4BD4-9DBD-5778E96E0A1F},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,32,5026.69,6972.6,452.27,27.6,1.79,105.3,7.04,12.79,28.3,21.62,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653918.5206376,5700323.82975167,480,2017/05/19 00:00:00+00,QUPA,37.1,Fair,85,70,60,staff,,6,{F4A2EF4D-A62C-4FE5-AAD9-24C58505D505},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,33,15691.69,10456,678.22,132.6,8.6,116.4,7.78,14.14,31.3,30.52,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,67
-13653917.9580737,5700297.84404967,481,2017/05/19 00:00:00+00,ACPL,18.7,Poor,44,51,33,staff,,12,{6A259268-3B7D-4F4B-AEFB-EB81537C1B87},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,34,1442.36,1567.1,101.65,11.8,0.77,56.5,3.78,6.86,15.2,11.4,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653907.4401451,5700297.45028242,482,2017/05/19 00:00:00+00,ACPL,24.6,Poor,58,58,58,staff,,6,{47936812-9589-4EA9-B75E-ECFCEA79C4B0},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,35,2458.13,2911.2,188.83,16.8,1.09,142.2,9.5,17.27,38.2,27.86,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,67
-13653884.291431,5700296.30697269,483,2017/05/19 00:00:00+00,ULPU,40.5,Poor,75,65,55,staff,,4,{1B3AA9B1-CFA8-4ACB-9D21-4CA414DD24B2},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,36,1657.93,8218,533.05,30.8,2,145.4,9.72,17.66,39.1,29.38,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",67
-13653854.3397731,5700297.34368014,484,2017/05/19 00:00:00+00,ULPU,48.5,Fair,96,95,84,staff,,6,{CA181F45-B58D-4FFB-B251-D515E51272F9},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,37,6253.11,12663.3,821.39,119.1,7.72,296.7,19.83,36.03,79.8,63.59,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",67
-13653820.6922277,5700296.69577492,485,2017/05/19 00:00:00+00,ULPU,34,Fair,74,58,58,staff,,15,{8CCDB467-CE4A-4766-9766-273BE62F52CA},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,38,3806.48,5401.6,350.37,72.5,4.71,131.7,8.8,15.99,35.4,29.5,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",67
-13653804.1701336,5700295.15348113,486,2017/05/19 00:00:00+00,ULPU,35,Fair,60,57,53,staff,,3,{7B5D2D53-D714-4C02-A95E-2EABB5848609},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,39,3993.53,5790.6,375.6,75.5,4.9,123.5,8.25,15,33.2,28.15,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",67
-13653806.1663906,5700307.82530219,487,2017/05/19 00:00:00+00,BEPA,20.2,Fair,80,33,41,staff,,4,{2B81F6E1-92CF-4178-B49C-63500B1AD980},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3770,4705.78,2482.6,161.03,60.3,3.91,49.1,3.28,5.96,13.2,13.16,Betulaceae,Betula,paper birch,Betula papyrifera,BD,M,No,,,"North America - from Alaska and Canada into continental US, south to Pennsylvania and Washington, with isolated populations further south to North Carolina, New Mexico, and Colorado","Grayish-white, thin bark. Triangular leaves have coarsely toothed edges and pronounced drip tips.",67
-13653812.9609938,5700330.61394746,488,2017/05/19 00:00:00+00,BEPA,24.4,Fair,83,55,63,staff,,6,{EAC0064D-2231-42DD-8AAB-B62C2C904762},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3771,6791.22,4032.9,261.59,81,5.25,111.7,7.46,13.56,30,26.28,Betulaceae,Betula,paper birch,Betula papyrifera,BD,M,No,,,"North America - from Alaska and Canada into continental US, south to Pennsylvania and Washington, with isolated populations further south to North Carolina, New Mexico, and Colorado","Grayish-white, thin bark. Triangular leaves have coarsely toothed edges and pronounced drip tips.",67
-13653815.5582345,5700347.47004267,489,2017/05/19 00:00:00+00,ULPU,35.5,Poor,79,64,48,staff,,4,{DFF23889-530A-4425-9905-E2B52C3911D0},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3772,1362.01,5991,388.6,25.6,1.66,128,8.56,15.55,34.4,25.77,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",67
-13653818.5314562,5700367.75444663,490,2017/05/19 00:00:00+00,BEPA,22.6,Fair,58,40,50,staff,,7,{1780F546-C294-4F47-8F2D-DE49BB919614},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3773,5849.37,3312.4,214.85,71.8,4.66,68.4,4.57,8.3,18.4,17.53,Betulaceae,Betula,paper birch,Betula papyrifera,BD,M,No,,,"North America - from Alaska and Canada into continental US, south to Pennsylvania and Washington, with isolated populations further south to North Carolina, New Mexico, and Colorado","Grayish-white, thin bark. Triangular leaves have coarsely toothed edges and pronounced drip tips.",67
-13653821.2220912,5700378.60376556,491,2017/05/19 00:00:00+00,ULPU,37.2,Poor,81,65,65,staff,,5,{98B006C0-736F-4BB4-B0CE-B3680A269FE8},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3774,1465.16,6702.3,434.74,27.3,1.77,167.1,11.17,20.3,45,33.25,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",67
-13653827.5580003,5700409.58879837,492,2017/05/19 00:00:00+00,MAAM,11.9,Fair,23,33,30,staff,,4,{9F4BD03C-FEBD-4E47-8768-5FFBF857B543},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3775,1584.14,532.8,34.56,20.5,1.33,35.7,2.38,4.33,9.6,8.04,Fabaceae,Maackia,Amur maackia,Maackia amurensis,BD,S,No,,,"Asia - Korea, NE China, and the Russian Far East around the Amur River","Compound leaves, cream-colored flowers in 4-6"" long racemose panicles in early summer followed by short brown pods.",67
-13656905.8743764,5716296.05540482,493,2017/05/22 00:00:00+00,FRLA,23.3,Poor,87,36,33,staff,,8,{DB38D064-C2B9-4673-A5BA-70FF2C549DBA},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3776,1382.65,2270.7,147.29,13.7,0.89,45.2,3.02,5.49,12.2,9.39,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656904.0350015,5716293.33567218,494,2017/05/22 00:00:00+00,FRLA,18.3,Poor,88,35,44,staff,,8,{ACA3E299-0E24-426F-8F46-B86008AA9B01},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3777,878.17,1306.3,84.73,10,0.65,55.3,3.7,6.72,14.9,11.06,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656902.7676635,5716284.62289065,495,2017/05/22 00:00:00+00,FRLA,30.2,Fair,80,39,60,staff,,5,{3ADC1721-AE53-43C2-A277-94794FA22123},N,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3778,6685.85,4115,266.91,57.8,3.75,89.9,6.01,10.92,24.2,20.68,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656907.2613166,5716269.80135306,496,2017/05/22 00:00:00+00,FRLA,25.9,Poor,78,44,52,staff,,8,{8BC6CDC3-57AE-4AFF-8F6F-CBE967F7A318},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3779,1692.91,2893.7,187.69,15.7,1.02,81.7,5.46,9.92,22,16.39,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656912.2239228,5716263.05029821,497,2017/05/22 00:00:00+00,FRLA,21.3,Poor,88,37,50,staff,,8,{B082D695-3795-4595-BF19-3656DD77A843},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3780,1166.31,1848.9,119.93,12.2,0.79,67.1,4.48,8.14,18,13.42,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656925.1706511,5716255.07676169,498,2017/05/22 00:00:00+00,ULPU,20,Fair,87,42,40,staff,Elm species unknown,6,{57D0CD75-15C0-42CC-B1FE-BBC500449816},Y,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3781,1506.97,1512.7,98.12,34.6,2.25,67.9,4.54,8.25,18.3,15.03,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",34
-13656920.9712886,5716245.9782009,499,2017/05/22 00:00:00+00,FRLA,21.5,Poor,108,40,58,staff,,47,{C69E717A-0313-40D6-958D-7736017BD3B6},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3782,1187.07,1888.8,122.52,12.3,0.8,60.9,4.07,7.4,16.4,12.26,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656826.2155891,5716332.63065225,500,2017/05/22 00:00:00+00,FRAN,13.4,Poor,37,26,33,staff,,11,{7B79D614-02CF-44F9-AB7D-3813081D3CBA},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3783,501.43,640.3,41.53,6.6,0.43,31.2,2.09,3.79,8.4,6.31,Oleaceae,Fraxinus,narrowleaf ash,Fraxinus angustifolia,BD,M,No,,,,,34
-13656928.7462858,5716239.40712593,501,2017/05/22 00:00:00+00,POTR,46,Fair,120,60,63,staff,,28,{F5D0315C-65ED-4DBD-B6E9-F198F71920BA},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3784,8536.13,11662.5,756.48,119.5,7.75,103.9,6.94,12.61,27.9,27.31,Salicaceae,Populus,black cottonwood,Populus trichocarpa,BD,L,Yes,,,"North America - Oregon north into British Columbia and south to Baja California, east to the prairies.","Simple leaves are 3"" to 6"" long, green above and white below, sometimes with rusty markings.",34
-13656925.3940563,5716239.76365228,502,2017/05/22 00:00:00+00,FRLA,12.6,Poor,52,34,29,staff,,4,{451D445E-9B0D-44A2-987B-201932F4A1F9},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3785,450.98,556.1,36.07,6.1,0.4,35.6,2.38,4.32,9.6,7.1,Oleaceae,Fraxinus,Oregon ash,Fraxinus latifolia,BD,M,Yes,,,North America - Oregon and Washington to northern California,"Native, medium-sized deciduous tree. Leaves are opposite, pinnately compound with 5–7 leaflets.",34
-13656938.3762246,5716168.39017719,503,2017/05/22 00:00:00+00,ACSA,38.7,Fair,115,69,55,staff,,10,{1827C2EB-A30E-4828-AF22-9828DE210AEF},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3786,7961.09,6987.4,453.23,69.8,4.53,131.2,8.77,15.93,35.3,29.23,Sapindaceae,Acer,silver maple,Acer saccharinum,BD,L,No,,,"North America - eastern Canada, eastern USA from Minnesota to Maine south to Georgia and Arkansas",The back side of the leaves is a silver gray.,34
-13656951.6962792,5716172.25465751,504,2017/05/22 00:00:00+00,ACPL,22.3,Fair,71,66,60,staff,,7,{A6E5780D-A416-406C-A1C1-631068E9C94D},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3787,6087.7,2332.4,151.29,44.6,2.89,161.1,10.77,19.56,43.3,33.22,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,34
-13656954.0106277,5716212.19976368,505,2017/05/22 00:00:00+00,BEPE,17.2,Fair,80,33,32,staff,,9,{3D5F4C52-E453-4652-9D2D-650D0BF9532C},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3788,3304.59,1500.4,97.32,41.1,2.67,39.7,2.65,4.82,10.7,10.14,Betulaceae,Betula,European white birch,Betula pendula,BD,M,No,,Yes,"Europe - from Ireland and England east to Scandinavia, western, central and eastern Europe through the Balkans, and across Russia deep into Siberia, and south to Georgia, Armenia and Turkey","The “dots” on the trunk are lenticels, which allow the tree to breathe through their bark.",34
-13656946.9272951,5716188.69923093,506,2017/05/22 00:00:00+00,ACPL,23.6,Fair,73,55,60,staff,,13,{8107EA5A-2667-4A4A-8D40-51F892D04DF6},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3789,6799.46,2650.5,171.92,47.9,3.11,134.2,8.97,16.3,36.1,28.37,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,34
-13656944.5200483,5716105.72673925,507,2017/05/22 00:00:00+00,MGGR,9,Poor,26,24,28,staff,,6,{97495540-9868-44DC-AAB2-0DD6ACCF4E04},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3790,290.05,303.9,19.71,4.5,0.29,28.7,1.92,3.49,7.7,5.7,Magnoliaceae,Magnolia,southern magnolia,Magnolia grandiflora,BE,M,No,,,North America - from eastern Texas across the coastal southern states to North Carolina,"Look for the large green fruit (up to 4"" long) which some people say looks like a pickle.",34
-13656953.4990141,5716091.37933781,508,2017/05/22 00:00:00+00,MA,14.5,Fair,35,42,35,staff,,2,{9008C29A-944F-4547-AABE-647AE5E9E307},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,3791,2267.85,809.8,52.52,26,1.68,45.7,3.06,5.56,12.3,10.3,Rosaceae,Malus,ornamental crabapple,Malus spp.,BD,S,No,,,,White to pale or deep pink apple-like flowers in spring before the leaves. Round fall fruits in colors from red to purple to yellow.,34
-13656960.7045576,5716079.44283641,509,2017/05/22 00:00:00+00,PYCA,8.4,Fair,38,20,19,staff,,7,{91049DC8-ABC4-42AF-B440-EFEDFAAEC86B},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,40,876.43,219.2,14.22,12.1,0.78,10.3,0.69,1.25,2.8,2.73,Rosaceae,Pyrus,flowering pear,Pyrus calleryana,BD,M,No,,,Asia,Originated in Asia and are popular due to their small size and showy spring flowers.,34
-13656971.4754683,5716059.89894436,510,2017/05/22 00:00:00+00,ACCA,16.8,Good,45,34,39,staff,,6,{D6E0EF5A-C5CB-4F1A-B965-33BFC39DF70C},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,41,3521.29,1290.9,83.73,43.1,2.79,56.5,3.78,6.87,15.2,13.44,Sapindaceae,Acer,hedge maple,Acer campestre,BD,M,No,,,"Europe - from Scotland across much of Europe to the Atlas Mountains in North Africa (Algeria) and east into Russia, Turkey, the Caucasus, and northern Iran",The two-winged seeds spread across in a straight line.,34
-13656980.4078902,5716048.85595653,511,2017/05/22 00:00:00+00,ACCA,15.8,Fair,44,34,34,staff,,6,{B331F7B8-1339-482F-AB53-7D5330612569},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,42,2357.29,1123.3,72.86,29.8,1.93,49.5,3.31,6.02,13.3,11.26,Sapindaceae,Acer,hedge maple,Acer campestre,BD,M,No,,,"Europe - from Scotland across much of Europe to the Atlas Mountains in North Africa (Algeria) and east into Russia, Turkey, the Caucasus, and northern Iran",The two-winged seeds spread across in a straight line.,34
-13656988.390042,5716036.73560264,512,2017/05/22 00:00:00+00,QUFR,22.6,Good,65,48,53,staff,,7,{4E55449B-4250-4575-B582-67175FF2F39B},,PARKS_ADMIN,2017/05/23 19:37:43+00,PKJOSHUA,2024/08/20 21:52:30+00,43,8353.97,2998.3,194.48,83.4,5.41,74.6,4.99,9.06,20.1,19.46,Fagaceae,Quercus,"Hungarian oak, Italian oak",Quercus frainetto,BD,L,No,,,"Europe - the Balkans, including Serbia, Romania, and Bulgaria as well as parts of Turkey, Hungary and Italy","Glossy, dark green, lobed leaves. Golden yellow fall color.",34
